smiles,logCMC
CCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCC,3.369
CCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCC,3.568
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,1.798
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,1.772
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,1.733
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC,1.688
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC,1.65
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC,1.61
CCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCC,3.068
CCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCC,3.037
CCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,4.21
CCCCCCCCCCCC[N+](C)(C)CCCCCCC[N+](C)(C)CCCCCCCCCCCC,2.954
CCCCCCCCCCCC[N+](C)(C)C(=O)NCCCCCCCCCCCCNC(=O)[N+](C)(C)CCCCCCCCCCCC,2.342
CCCCCCCCCCCC[N+](C)(C)C(=O)NCCNC(=O)[N+](C)(C)CCCCCCCCCCCC,2.973
CCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCC,3.149
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,2.872
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,2.795
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,2.749
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,2.594
CCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCC,2.845
CCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCC)c2)c1,3.403
CCCCCCCCCCn1cc[n+](CCC[n+]2ccn(CCCCCCCCCC)c2)c1,3.528
CCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCC)c2)c1,3.705
CCCCCCCCCCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1,3.137
CCCCCCCCCCC(O)Cn1cc[n+](CCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1,3.146
CCCCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCCCC)c2)c1,2.892
CCCCCCCCCCCCn1cc[n+](CC[n+]2ccn(CCCCCCCCCCCC)c2)c1,2.806
CCCCCCCCCCCCn1cc[n+](CCCC[n+]2ccn(CCCCCCCCCCCC)c2)c1,2.863
CCCCCCCCCCCCn1cc[n+](CCCCCC[n+]2ccn(CCCCCCCCCCCC)c2)c1,2.869
CCCCCCCCCCc1cccc[n+]1CCCC[n+]1ccccc1CCCCCCCCCC,3.384
CCCCCCCCCCc1cccc[n+]1CCCCCC[n+]1ccccc1CCCCCCCCCC,3.334
CCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCC)c2)c1,3.0
CCCCCCCCCCC(CSCCSCC(CCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1,2.633
CCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCC)c2)c1,2.223
CCCCCCCCCCCCOc1ccc[n+](CCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1,2.38
CCCCCCCCCCCCOc1ccc[n+](CCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1,2.279
CCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCC,4.324
CCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCC,3.819
CCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCC,3.02
CCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCC,2.303
Cn1cc[n+](COCCOC[n+]2ccn(C)c2)c1,3.85
Cn1cc[n+](COCCCOC[n+]2ccn(C)c2)c1,3.82
CCn1cc[n+](COCCOC[n+]2ccn(CC)c2)c1,3.77
Cn1cc[n+](COCCCCCOC[n+]2ccn(C)c2)c1,3.75
CCn1cc[n+](COCCCOC[n+]2ccn(CC)c2)c1,3.74
CCn1cc[n+](COCCCCOC[n+]2ccn(CC)c2)c1,3.7
CCn1cc[n+](COCCCCCOC[n+]2ccn(CC)c2)c1,3.67
CCn1cc[n+](COCCCCCCOC[n+]2ccn(CC)c2)c1,3.63
CCCn1cc[n+](COCCOC[n+]2ccn(CCC)c2)c1,3.62
CCCn1cc[n+](COCCCCOC[n+]2ccn(CCC)c2)c1,3.61
CCCCn1cc[n+](COCCOC[n+]2ccn(CCCC)c2)c1,3.59
CCCn1cc[n+](COCCCCCOC[n+]2ccn(CCC)c2)c1,3.59
CCCCn1cc[n+](COCCCOC[n+]2ccn(CCCC)c2)c1,3.56
CCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCC)c2)c1,3.55
CCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCC)c2)c1,3.51
CCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCC)c2)c1,3.51
CCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCC)c2)c1,3.48
CCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCC)c2)c1,3.47
CCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCC)c2)c1,3.46
CCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCC)c2)c1,3.38
CCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCC)c2)c1,3.36
CCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCC)c2)c1,3.35
CCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCC)c2)c1,3.33
CCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCC)c2)c1,3.32
CCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCC)c2)c1,3.29
CCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCC)c2)c1,3.29
CCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCC)c2)c1,3.28
CCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCC)c2)c1,3.25
CCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCC)c2)c1,3.25
CCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCC)c2)c1,3.21
CCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCC)c2)c1,3.21
CCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCC)c2)c1,3.19
CCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,3.16
CCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1,3.13
CCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,3.12
CCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,3.09
CCCCCCCCCCCC[N+](C)(C)CCCNCCC[N+](C)(C)CCCCCCCCCCCC,3.068
CCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1,3.05
CCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,3.05
CCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1,3.0
CCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,2.96
CCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,2.93
CCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1,2.93
CCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1,2.93
CCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,2.87
CCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1,2.85
CCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,2.84
CCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1,2.82
CCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,2.8
CCCCCCCCCCCCn1cc[n+](CCC[n+]2ccn(CCCCCCCCCCCC)c2)c1,2.724
CCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCC,2.991
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCC,2.978
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,3.708
CCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCC)CCCC2)CCCC1,4.55
CCCC[N+](C)(C)CCOCC[N+](C)(C)CCCC,5.2
CCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCC,4.909
CCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCC)CCCCC2)CCCCC1,4.679
Cn1cc[n+](COCCCCOC[n+]2ccn(C)c2)c1,3.78
Cn1cc[n+](COCCCCCCOC[n+]2ccn(C)c2)c1,3.71
CCCn1cc[n+](COCCCOC[n+]2ccn(CCC)c2)c1,3.68
CCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCC)c2)c1,3.55
CCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCC)c2)c1,3.42
CCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCC)c2)c1,3.42
CCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCC)c2)c1,3.39
CCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1,3.17
CCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCC)c2)c1,3.08
CCCCCCCCCCCCOC(=O)C[n+]1ccc(CCCc2cc[n+](CC(=O)OCCCCCCCCCCCC)cc2)cc1,1.556
CCCCCCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCCCCCC)CCCC2)CCCC1,1.462
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1,1.301
CCCCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCCCC)CCCC2)CCCC1,1.021
CCCCCCCCCCCC[N+]1(CCCCCCCCCCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1,1.505
CCCCCCCCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1,1.613
CCCCCCCCCCCCCCOc1ccc[n+](CC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1,1.531
CCCCCCCCCCCCCCCCCC[N+](C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,1.519
CCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCC,1.505
CCCCCCCCCCCCCCOc1ccc[n+](CCCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1,1.778
CCCCCCCCCCCCCCOc1ccc[n+](CCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1,1.716
CCCCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1,1.431
CCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1,1.477
CCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCCCC)cc2)cc1,1.556
CCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccc(CCCc2cc[n+](CCOC(=O)CCCCCCCCCCCCCCCC)cc2)cc1,1.74
CCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,2.0
CCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,1.929
CCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,1.851
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1,1.851
CCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,1.342
CCCCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,1.322
CCCCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,1.301
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1,1.623
