smiles,logCMC
CCCCCCCCCCC(C)OCCOCCOCCOCCOCCOCCOCCO,1.935349353
CCCCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-],1.649446494
CCCCCCCCCCCCOCCOCCOCCO,1.716003344
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,1.733
CCCCCCCCCOC1OC(CO)C(O)C(O)C1N,3.84509804
CCCCCCCCCCCC[N+](C)(C)CCCNCCC[N+](C)(C)CCCCCCCCCCCC,3.068
CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4.398073981
CCCCCCCCCCCCCCOS(=O)(=O)[O-],3.322219295
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,2.749
CCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,2
CCCCCCCCCCCC[n+]1ccccc1,3.72427587
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1,1.439332694
CCCCCCCCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1,1.613
CCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCC,3.068
CCCCCCCCCCCCCCCCCCOCCOS(=O)(=O)[O-],2.276302763
CCCCCCCOCC(O)C(O)C(O)CO,3.963787827
CCCCn1cc[n+](COCCCOC[n+]2ccn(CCCC)c2)c1,3.56
CCCCCCCCOC1OC(CO)C(O)C(O)C1O,4.397940009
CCCCCCCCCCOC(=O)CS(=O)(=O)[O-],4.342422681
CCCCCCCCCC[N+](C)(C)CC(=O)[O-],4.255272505
CCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,1.342
CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-],3.146128036
CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-],3.462397998
CCCCCCCCCOCC(O)C(O)C(O)CO,3.322219295
CCCCCCCCCCCCCCCC(=O)NC1CCOC1=O,-0.795880017
CCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCC)c2)c1,2.223
CCCCCCCCCCCCCC[N+](C)(C)C,4.004470045
CCCCCC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,2.528905289
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.954242509
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,1.798
CCCCCCCCCCCCS(=O)(=O)[O-],4.093421685
CCCCCCCCCCC[N+](C)(C)CC(=O)[O-],3.857918579
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],2.342422681
CCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,3.12
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.147301473
CCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCC)c2)c1,3.42
CCCCCCCCCCC(CSCCSCC(CCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1,2.633
CCCCCCCCCCCCCC1COCCC1OS(=O)(=O)[O-],3.177661777
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1,0.954242509
CCCCCCCCCC[N+](C)(C)Cc1ccccc1,4.591064607
CCCCCCCCCC[n+]1ccccc1,4.643452676
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,3.301029996
CCCn1cc[n+](COCCOC[n+]2ccn(CCC)c2)c1,3.62
CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,1.556302501
CCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCC)c2)c1,3.35
CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,3.698970004
CCCCCCCCCCCC[N+](C)(C)CC(O)C(O)C[N+](C)(C)CCCCCCCCCCCC,2.845
CCCCCCCCCCCCc1cccc(S(=O)(=O)[O-])c1,3.164352856
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.113943352
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)(C[n+]1ccn(C)c1)C[n+]1ccn(C)c1,1.623
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,1
CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-],2.86332286
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,3.826074803
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,1.301029996
CCCCCCCCCCOCCS(=O)(=O)[O-],4.205622056
CCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCC,3.819
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1,1.851
CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,3.301029996
CCCCCCCCCCC(C)OCCOCCOCCOCCO,1.79599796
CCCCCCCCCCSC1OC(=O)C(O)C1O,1.51851394
CCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCC,4.324
CCCCCCCCCC1COCCC1OS(=O)(=O)[O-],4.471124711
CCCCCCCCCCCC[N+](C)(C)CC(O)CN(CCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC,2.795
CCCCCCCCCCCC[N+](C)(CC(=O)O)Cc1ccccc1,2.75600756
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,4.477121255
CCCCCCCCSC1OC(=O)C(O)C1O,2.681241237
CCCCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,1.301
CCCC[N+](C)(C)CCOCC[N+](C)(C)CCCC,5.2
CCCCCCCCCCC(CCC)OS(=O)(=O)[O-],3.709269961
CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,3.361727836
CCCCCCCCC(C)OS(=O)(=O)[O-],4.665580991
CCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,2.84
CCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCC)c2)c1,3
CCCCCCCCCCCC(=O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,2.662757832
CCCCCCCCCCCCC(CSCCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,1.851
CCCCCCCCCCCC[N+](C)(C)CCCC(=O)[O-],3.662757832
CCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,4.838849091
CCCCCCCCCCCC[N+]CCO,4.397940009
CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,2.954242509
CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-],4.72427587
OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.397940009
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],1.301029996
CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,2.278753601
CCCCCCCCCCCC[n+]1ccccc1,4.056904851
CCCCCCCC(CCCCCC)SCCC(=O)OCC1(O)C(O)C(O)C(O)C1O,0.799340549
CCCCCCCCCCCC(=O)[O-],4.387389826
CCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCC,1.505
CCCCCC(=O)OCC(O)C(O)C(O)CO,4.763427994
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1,1.071882007
CCCCCCCCCCn1cc[n+](CC(O)C[n+]2ccn(CCCCCCCCCC)c2)c1,3.403
CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C,3.278753601
CCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCC)c2)c1,3.28
CCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCC)c2)c1,3.47
CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,4.322219295
CCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,3.716003344
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)CO,2.556302501
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,2.176091259
CCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-],1.862898629
CCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCC)c2)c1,3.25
CCCCCCCCCCC[n+]1ccccc1,4.322219295
CCCCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4.404824048
CCCCCCSCC(O)C(O)C(O)CO,4.079181246
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,3.267171728
OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.681241237
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.462397998
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1,1.318063335
CCCCCCCCCCSCC(O)C(O)C(O)CO,2.602059991
CCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCC)c2)c1,3.21
CCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1,3.13
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,1.806179974
CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC,3.079181246
CCCCCCCCCCCC[N+](C)(C)C,4.301029996
CCCCCCCCC(O)CO,3.361727836
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.431363764
CCCCCCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.919389194
CCCCCCCCCC[N+](C)(CC(=O)O)Cc1ccccc1,3.7100171
CCCCCCOCC(O)C(O)C(O)CO,3.973127854
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1,1.152288344
CCCCCCCCCCCC[NH2+]CCO,4.653212514
CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,2.397940009
CCCCCCCC/C=C\CCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](OC1OC(O)C(O)C(O)C1O)[C@H](O)CO,1.724747247
CCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1,2.85
CCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](OC1OC(O)C(O)C(O)C1O)[C@H](O)CO,2.407704077
CCCCCCCCCCCCCCOc1ccc[n+](CCCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1,1.778
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.322219295
CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-],3.130333768
CCCCCCCCCCCCC(CSCCCSCC(CCCCCCCCCCCC)[n+]1ccn(C)c1)[n+]1ccn(C)c1,1.929
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,2.653212514
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,2.447158031
CCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,3.05
CCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,3.09
CCCCCCCC[N+](C)(C)CC(=O)[O-],5.194431944
CCCCCCOC(=O)CS(=O)(=O)[O-],5.230448921
CCCCCCCCCC[N+](C)(C)C,4.832508913
CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](OC1OC(O)C(O)C(O)C1O)[C@H](O)CO,3.35901359
CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.544068044
CCCCCC(=O)CC(=O)NC1CCOC1=O,3.336459734
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,3.113943352
CCCCCC(C)(C)c1ccc(OCCOCCOCCO)cc1,2.008850089
CCCCCCCCSC1OC(CO)C(O)C(O)C1O,3.929418926
CCCCCCCCCCCCCCOc1ccc[n+](CCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1,1.716
CCCCCCCCC(=O)OCC(O)C(O)C(O)CO,3.643452676
CCCCCCCCCCCCCC[n+]1ccccc1,3.544068044
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.230448921
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.037426498
CCCCCCCC(CC)OC1OC(CO)C(O)C(O)C1O,3.929418926
