smile_A,mol_fraction_A,smile_B,mol_fraction_B,logCMC
CCCCCCCCCCCC[N+](CCCCCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCC[N+](CCCCCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,2.954
CCCCCCCCCCCC[N+](C(=O)NCCCCCCCCCCCCNC(=O)[N+](CCCCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],0.5,CCCCCCCCCCCC[N+](C(=O)NCCCCCCCCCCCCNC(=O)[N+](CCCCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],0.5,2.342
CCCCCCCCCCCC[N+](C(=O)NCCNC(=O)[N+](CCCCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],0.5,CCCCCCCCCCCC[N+](C(=O)NCCNC(=O)[N+](CCCCCCCCCCCC)(C)C)(C)C.[Cl-].[Cl-],0.5,2.973
CCCCCCCCCCCCC(=O)N[N+](CCC[N+](NC(=O)CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCCC(=O)N[N+](CCC[N+](NC(=O)CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,3.149
CCCCCCCCCCCC[N+](CC(CN(CC(C[N+](CCCCCCCCCCCC)(C)C)O)CC)O)(C)C.[Cl-].[Cl-],0.5,CCCCCCCCCCCC[N+](CC(CN(CC(C[N+](CCCCCCCCCCCC)(C)C)O)CC)O)(C)C.[Cl-].[Cl-],0.5,2.872
CCCN(CC(C[N+](CCCCCCCCCCCC)(C)C)O)CC(C[N+](CCCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,CCCN(CC(C[N+](CCCCCCCCCCCC)(C)C)O)CC(C[N+](CCCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,2.795
CCCCN(CC(C[N+](CCCCCCCCCCCC)(C)C)O)CC(C[N+](CCCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,CCCCN(CC(C[N+](CCCCCCCCCCCC)(C)C)O)CC(C[N+](CCCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,2.749
CCCCCN(CC(C[N+](CCCCCCCCCCCC)(C)C)O)CC(C[N+](CCCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,CCCCCN(CC(C[N+](CCCCCCCCCCCC)(C)C)O)CC(C[N+](CCCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,2.594
CCCCCCCCCCCC[N+](CC(C(C[N+](CCCCCCCCCCCC)(C)C)O)O)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCC[N+](CC(C(C[N+](CCCCCCCCCCCC)(C)C)O)O)(C)C.[Br-].[Br-],0.5,2.845
CCCCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,1.537
CCCCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CCCC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CCCC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,1.334
CCCCCCCCCCn1cc[n+](c1)CC(C[n+]1ccn(c1)CCCCCCCCCC)O.[Cl-].[Cl-],0.5,CCCCCCCCCCn1cc[n+](c1)CC(C[n+]1ccn(c1)CCCCCCCCCC)O.[Cl-].[Cl-],0.5,3.403
CCCCCCCCCCn1cc[n+](c1)CCC[n+]1ccn(c1)CCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCn1cc[n+](c1)CCC[n+]1ccn(c1)CCCCCCCCCC.[Br-].[Br-],0.5,3.528
CCCCCCCCCCn1cc[n+](c1)CCCC[n+]1ccn(c1)CCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCn1cc[n+](c1)CCCC[n+]1ccn(c1)CCCCCCCCCC.[Br-].[Br-],0.5,3.705
CCCCCCCCCCC(Cn1cc[n+](c1)CCC[n+]1ccn(c1)CC(CCCCCCCCCC)O)O.[Br-].[Br-],0.5,CCCCCCCCCCC(Cn1cc[n+](c1)CCC[n+]1ccn(c1)CC(CCCCCCCCCC)O)O.[Br-].[Br-],0.5,3.137
CCCCCCCCCCC(Cn1cc[n+](c1)CCCC[n+]1ccn(c1)CC(CCCCCCCCCC)O)O.[Br-].[Br-],0.5,CCCCCCCCCCC(Cn1cc[n+](c1)CCCC[n+]1ccn(c1)CC(CCCCCCCCCC)O)O.[Br-].[Br-],0.5,3.146
CCCCCCCCCCCCn1cc[n+](c1)CC(C[n+]1ccn(c1)CCCCCCCCCCCC)O.[Cl-].[Cl-],0.5,CCCCCCCCCCCCn1cc[n+](c1)CC(C[n+]1ccn(c1)CCCCCCCCCCCC)O.[Cl-].[Cl-],0.5,2.892
CCCCCCCCCCCCn1cc[n+](c1)CC[n+]1ccn(c1)CCCCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCCCn1cc[n+](c1)CC[n+]1ccn(c1)CCCCCCCCCCCC.[Br-].[Br-],0.5,2.806
CCCCCCCCCCCCn1cc[n+](c1)CCCC[n+]1ccn(c1)CCCCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCCCn1cc[n+](c1)CCCC[n+]1ccn(c1)CCCCCCCCCCCC.[Br-].[Br-],0.5,2.863
CCCCCCCCCCCCn1cc[n+](c1)CCCCCC[n+]1ccn(c1)CCCCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCCCn1cc[n+](c1)CCCCCC[n+]1ccn(c1)CCCCCCCCCCCC.[Br-].[Br-],0.5,2.869
CCCCCCCCCCc1cccc[n+]1CCCC[n+]1ccccc1CCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCc1cccc[n+]1CCCC[n+]1ccccc1CCCCCCCCCC.[Br-].[Br-],0.5,3.384
CCCCCCCCCCc1cccc[n+]1CCCCCC[n+]1ccccc1CCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCc1cccc[n+]1CCCCCC[n+]1ccccc1CCCCCCCCCC.[Br-].[Br-],0.5,3.334
CCCCCCCCCCOc1ccc[n+](c1)CC(C[n+]1cccc(c1)OCCCCCCCCCC)O.[Br-].[Br-],0.5,CCCCCCCCCCOc1ccc[n+](c1)CC(C[n+]1cccc(c1)OCCCCCCCCCC)O.[Br-].[Br-],0.5,3
CCCCCCCCCCC([n+]1ccccc1)CSCCSCC([n+]1ccccc1)CCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCC([n+]1ccccc1)CSCCSCC([n+]1ccccc1)CCCCCCCCCC.[Br-].[Br-],0.5,2.633
CCCCCCCCCCCC[n+]1cccc(c1)NC(=O)Nc1ccc[n+](c1)CCCCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCCC[n+]1cccc(c1)NC(=O)Nc1ccc[n+](c1)CCCCCCCCCCCC.[Br-].[Br-],0.5,2.223
CCCCCCCCCCCCOc1ccc[n+](c1)CCCC[n+]1cccc(c1)OCCCCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCCCOc1ccc[n+](c1)CCCC[n+]1cccc(c1)OCCCCCCCCCCCC.[Br-].[Br-],0.5,2.38
CCCCCCCCCCCCOc1ccc[n+](c1)CCC[n+]1cccc(c1)OCCCCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCCCOc1ccc[n+](c1)CCC[n+]1cccc(c1)OCCCCCCCCCCCC.[Br-].[Br-],0.5,2.279
CCCCCCCC[N+](CCOCC[N+](CCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCC[N+](CCOCC[N+](CCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,4.324
CCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,3.819
CCCCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,3.02
CCCCCCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,2.303
Cn1cc[n+](c1)COCCOC[n+]1ccn(c1)C.[Cl-].[Cl-],0.5,Cn1cc[n+](c1)COCCOC[n+]1ccn(c1)C.[Cl-].[Cl-],0.5,3.85
Cn1cc[n+](c1)COCCCOC[n+]1ccn(c1)C.[Cl-].[Cl-],0.5,Cn1cc[n+](c1)COCCCOC[n+]1ccn(c1)C.[Cl-].[Cl-],0.5,3.82
CCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CC.[Cl-].[Cl-],0.5,CCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CC.[Cl-].[Cl-],0.5,3.77
Cn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)C.[Cl-].[Cl-],0.5,Cn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)C.[Cl-].[Cl-],0.5,3.75
CCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CC.[Cl-].[Cl-],0.5,CCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CC.[Cl-].[Cl-],0.5,3.74
CCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CC.[Cl-].[Cl-],0.5,CCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CC.[Cl-].[Cl-],0.5,3.7
CCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CC.[Cl-].[Cl-],0.5,CCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CC.[Cl-].[Cl-],0.5,3.67
CCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CC.[Cl-].[Cl-],0.5,CCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CC.[Cl-].[Cl-],0.5,3.63
CCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCC.[Cl-].[Cl-],0.5,CCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCC.[Cl-].[Cl-],0.5,3.62
CCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCC.[Cl-].[Cl-],0.5,CCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCC.[Cl-].[Cl-],0.5,3.61
CCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCC.[Cl-].[Cl-],0.5,CCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCC.[Cl-].[Cl-],0.5,3.59
CCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCC.[Cl-].[Cl-],0.5,CCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCC.[Cl-].[Cl-],0.5,3.59
CCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCC.[Cl-].[Cl-],0.5,CCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCC.[Cl-].[Cl-],0.5,3.56
CCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCC.[Cl-].[Cl-],0.5,CCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCC.[Cl-].[Cl-],0.5,3.55
CCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCC.[Cl-].[Cl-],0.5,CCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCC.[Cl-].[Cl-],0.5,3.51
CCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCC.[Cl-].[Cl-],0.5,CCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCC.[Cl-].[Cl-],0.5,3.51
CCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCC.[Cl-].[Cl-],0.5,CCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCC.[Cl-].[Cl-],0.5,3.48
CCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCC.[Cl-].[Cl-],0.5,CCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCC.[Cl-].[Cl-],0.5,3.47
CCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCC.[Cl-].[Cl-],0.5,CCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCC.[Cl-].[Cl-],0.5,3.46
CCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCC.[Cl-].[Cl-],0.5,CCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCC.[Cl-].[Cl-],0.5,3.38
CCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCC.[Cl-].[Cl-],0.5,CCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCC.[Cl-].[Cl-],0.5,3.36
CCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCC.[Cl-].[Cl-],0.5,3.35
CCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCC.[Cl-].[Cl-],0.5,CCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCC.[Cl-].[Cl-],0.5,3.33
CCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCC.[Cl-].[Cl-],0.5,3.32
CCCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCCC.[Cl-].[Cl-],0.5,3.29
CCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCC.[Cl-].[Cl-],0.5,CCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCC.[Cl-].[Cl-],0.5,3.29
CCCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCCC.[Cl-].[Cl-],0.5,3.28
CCCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCCC.[Cl-].[Cl-],0.5,3.25
CCCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCCC.[Cl-].[Cl-],0.5,3.25
CCCCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCCCC.[Cl-].[Cl-],0.5,3.21
CCCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCCC.[Cl-].[Cl-],0.5,3.21
CCCCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCCCC.[Cl-].[Cl-],0.5,3.19
CCCCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCCCC.[Cl-].[Cl-],0.5,3.16
CCCCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCCCC.[Cl-].[Cl-],0.5,3.13
CCCCCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCCCCC.[Cl-].[Cl-],0.5,3.12
CCCCCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCCCCC.[Cl-].[Cl-],0.5,3.09
CCCCCCCCCCCC[N+](CCCNCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCC[N+](CCCNCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,3.068
CCCCCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCCCCC.[Cl-].[Cl-],0.5,3.05
CCCCCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCCCCC.[Cl-].[Cl-],0.5,3.05
CCCCCCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCCCCCC.[Cl-].[Cl-],0.5,3
CCCCCCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCCCCCC.[Cl-].[Cl-],0.5,2.96
CCCCCCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCCCCCC.[Cl-].[Cl-],0.5,2.93
CCCCCCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCCCCCC.[Cl-].[Cl-],0.5,2.93
CCCCCCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCCCCCC.[Cl-].[Cl-],0.5,2.93
CCCCCCCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCCCCCCCCC.[Cl-].[Cl-],0.5,2.87
CCCCCCCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCCCCCCC.[Cl-].[Cl-],0.5,2.85
CCCCCCCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCCCCCCC.[Cl-].[Cl-],0.5,2.84
CCCCCCCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCCCCCCCC.[Cl-].[Cl-],0.5,2.82
CCCCCCCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCCn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)CCCCCCCCCCC.[Cl-].[Cl-],0.5,2.8
CCCCCCCCCCCCn1cc[n+](c1)CCC[n+]1ccn(c1)CCCCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCCCn1cc[n+](c1)CCC[n+]1ccn(c1)CCCCCCCCCCCC.[Br-].[Br-],0.5,2.724
CCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,2.991
CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,2.978
CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,3.708
CCCCCCCC[N+]1(CCCC1)CC#CC[N+]1(CCCCCCCC)CCCC1.[Br-].[Br-],0.5,CCCCCCCC[N+]1(CCCC1)CC#CC[N+]1(CCCCCCCC)CCCC1.[Br-].[Br-],0.5,4.55
CCCC[N+](CCOCC[N+](CCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCC[N+](CCOCC[N+](CCCC)(C)C)(C)C.[Br-].[Br-],0.5,5.2
CCCCCC[N+](CCOCC[N+](CCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCC[N+](CCOCC[N+](CCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,4.909
CCCCCCCC[N+]1(CCCCC1)CC#CC[N+]1(CCCCCCCC)CCCCC1.[Br-].[Br-],0.5,CCCCCCCC[N+]1(CCCCC1)CC#CC[N+]1(CCCCCCCC)CCCCC1.[Br-].[Br-],0.5,4.679
Cn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)C.[Cl-].[Cl-],0.5,Cn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)C.[Cl-].[Cl-],0.5,3.78
Cn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)C.[Cl-].[Cl-],0.5,Cn1cc[n+](c1)COCCCCCCOC[n+]1ccn(c1)C.[Cl-].[Cl-],0.5,3.71
CCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCC.[Cl-].[Cl-],0.5,CCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCC.[Cl-].[Cl-],0.5,3.68
CCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCC.[Cl-].[Cl-],0.5,CCCCn1cc[n+](c1)COCCCCOC[n+]1ccn(c1)CCCC.[Cl-].[Cl-],0.5,3.55
CCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCC.[Cl-].[Cl-],0.5,CCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCC.[Cl-].[Cl-],0.5,3.42
CCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCC.[Cl-].[Cl-],0.5,CCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCC.[Cl-].[Cl-],0.5,3.42
CCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCC.[Cl-].[Cl-],0.5,CCCCCCn1cc[n+](c1)COCCCOC[n+]1ccn(c1)CCCCCC.[Cl-].[Cl-],0.5,3.39
CCCCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCn1cc[n+](c1)COCCCCCOC[n+]1ccn(c1)CCCCCCCC.[Cl-].[Cl-],0.5,3.17
CCCCCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCCCCC.[Cl-].[Cl-],0.5,CCCCCCCCCCn1cc[n+](c1)COCCOC[n+]1ccn(c1)CCCCCCCCCC.[Cl-].[Cl-],0.5,3.08
CCCCCCCCCCCCOC(=O)C[n+]1ccc(cc1)CCCc1cc[n+](cc1)CC(=O)OCCCCCCCCCCCC.[Br-].[Br-],0.5,CCCCCCCCCCCCOC(=O)C[n+]1ccc(cc1)CCCc1cc[n+](cc1)CC(=O)OCCCCCCCCCCCC.[Br-].[Br-],0.5,1.556
CCCCCCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],0.5,CCCCCCCCCCCCCCCC[N+]1(CCCC[N+]2(CCCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],0.5,1.462
CCCCCCCCCCCCOCC(Cn1cc[n+](c1)CCC[n+]1ccn(c1)CC(COCCCCCCCCCCCC)O)O.[Br-].[Br-],0.5,CCCCCCCCCCCCOCC(Cn1cc[n+](c1)CCC[n+]1ccn(c1)CC(COCCCCCCCCCCCC)O)O.[Br-].[Br-],0.5,1.301
CCCCCCCCCCCCCCCCCC[N+]1(CCCC1)CC#CC[N+]1(CCCCCCCCCCCCCCCCCC)CCCC1.[Br-].[Br-],0.5,CCCCCCCCCCCCCCCCCC[N+]1(CCCC1)CC#CC[N+]1(CCCCCCCCCCCCCCCCCC)CCCC1.[Br-].[Br-],0.5,1.021
CCCCCCCCCCCC[N+]1(CCCCCCCCCCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],0.5,CCCCCCCCCCCC[N+]1(CCCCCCCCCCCCCCCC[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],0.5,1.505
CCCCCCCCCCCCCCCCn1cc[n+](c1)CC(C[n+]1ccn(c1)CCCCCCCCCCCCCCCC)O.[Cl-].[Cl-] ,0.5,CCCCCCCCCCCCCCCCn1cc[n+](c1)CC(C[n+]1ccn(c1)CCCCCCCCCCCCCCCC)O.[Cl-].[Cl-] ,0.5,1.613
CCCCCCCCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CCCC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CCCC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,1.297
CCCCCCCCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-] ,0.5,CCCCCCCCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-] ,0.5,1.146
